	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode
852	2486	Berwoudsz.		1.0	1.0	Jan	0					0		0		0
853	2488	Esseling		1.0	1.0	Andolf	0					0		0		0
854	2489			1.0	1.0	Gerrit	0					0		0		0
855	2491	Willemsz.		1.0	1.0	Jan	0					0		0		0
856	2492	Hendriksz.		1.0	1.0	Gillis	0					0		0		0
857	2493	Schore	van den	1.0	1.0	Elwoud	0					0		0		0
858	2494	Gielemansz.		1.0	1.0	Klaas	0					0		0		0
859	2495	Waarde	van den	1.0	1.0	Klaas Stormsz.	0					0		0		0
860	2496	Bendvriendsz.		1.0	1.0	Jan Hendrik	0					0		0		0
861	2499	Bonekijn		1.0	1.0	?	0					0		0		0
862	2500	Mol		1.0	1.0	Floris	0					0		0		0
863	1571	Dou		1.0	1.0	Gerrit Pietersz.	0					0	1570.0	0	"Werd in 1570 samen met broer Alexander, essayeur te Dordrecht, onthoofd te Brussel.
Tresorier van Den Haag 1568"	0
864	2504	Jodoigne		1.0	3.0	Hendrik	0					0		0		0
865	2511			1.0	1.0	Lambrecht	0					0		0		0
866	2512			1.0	1.0	Gijsbrecht	0					0		0		0
867	2513	Stoke		1.0	1.0	Melis	0					0		0		0
868	2516	Willemsz.		1.0	1.0	Boudijn	0					0		0		0
869	2520	Grebber	de	1.0	1.0	Willem	0					0		0		0
870	2521	Werve	van den	1.0	1.0	Jan	0					0		0		0
871	2532	Rossum	van	1.0	1.0	Gozewijn	0					0		0		0
872	2533	Naaldwijk	van	11.0	1.0	Willem I	1					0		0		0
873	2536	Ruiven	van	1.0	1.0	Hubrecht	0					0		0		0
874	2541	Bartoudsz.		1.0	1.0	Gerrit	0					0		0	Volgens Smit mogelijk een zoon van Hendrik van Heemskerk.	0
875	2542	Lichtenberg	van	1.0	1.0	Herman	0					0		0		0
876	2545	Dirksz.		1.0	1.0	Adriaan	0					0	1516.0	0		0
877	2546	Schagen	van	1.0	1.0	Gerrit	0					0		0		0
878	2547	Nieveld	van	1.0	1.0	Anthonis	0					0		0		0
879	2551	Egmond	van	1.0	1.0	Pieter	0					0		0		0
880	2553	Markenburg	van	1.0	1.0	Simon	0					0		0		0
881	2556	Frederiksz.		1.0	1.0	Sander	0					0		0		0
882	2557	Schermer	de	1.0	1.0	Jacob	0					0		0		0
883	2558	Vliet	van den	1.0	1.0	Gerrit	0					0		0		0
884	2559	Leiden	van	1.0	1.0	Dirk	0					0		0	Persoonsgegevens: broer van Willem van Leiden. Er is ook een Dirk Poes Jansz. van Leiden, schout van Zoetermeer rond 1365, wellicht dezelfde?	0
885	2560	Geldenaken		1.0	1.0	Hendrik	0					0		0		0
886	2562	Haye	van der	1.0	1.0	Pieter	0					0		0		0
887	2563	Poelenburg	van	1.0	1.0	Willem Gerritsz.	0					0		0		0
888	1572	Dou		1.0	1.0	Alexander	0					0	1570.0	0	Werd samen met broer Gerrit Pietersz. Dou (muntmeester te Dordrecht) in 1570 onthoofd te Brussel.	0
889	2566	Dammasz.		11.0	1.0	Jacob	1					0		0		0
890	2568	Loydinc		1.0	1.0	Klaas	0					0		0		0
891	2569	Okkersz.		1.0	1.0	Adriaan	0					0		0		0
892	2571	Jansz.		1.0	1.0	Dirk	0					0		0		0
893	2573	Weyns		1.0	1.0	Jacob Jansz.	0					0		0		0
894	2576	Klaasz.		1.0	1.0	Willem	0					0		0		0
895	2577	Jansz.		1.0	1.0	Klaas Pieter	0					0		0		0
896	2578	Dobben	van	1.0	1.0	Jan	0					0		0		0
897	2580	Vernauwen		1.0	1.0	Dirk Jacobsz.	0					0		0		0
898	2581	Barendsz.		1.0	1.0	Cornelis	0					0		0		0
899	2589	Sonck		1.0	1.0	Dirk Jansz.	0					0		0		0
900	2593	Roels		1.0	1.0	Pieter	0					0		0		0
901	2600	Hont		1.0	1.0	Willem	0					0		0		0
902	2604	Bronkhorst	van	1.0	3.0	Dirk Anthonisz.	0					0		0	"mogelijk dezelfde als naamgenoot? 
Overig: pensionaris van Zierikzee."	0
903	2606	Suys		1.0	1.0	Jan Pietersz.	0					0	1553.0	0		0
904	2608	Croeser		1.0	1.0	Jan	0					0	1554.0	0		0
905	2609	Dorp	van	12.0	1.0	Willem	1					0	1592.0	0		0
906	2610	Borselen	bastaard van	1.0	1.0	Floris Frankenz.	0					0		0		0
907	2614	Boenaart		1.0	1.0	Klaas	0					0	1585.0	1	"Geen exacte data van ambt, alleen overlijdensjaar. 
Overig:opperbarbier van keizer Karel V."	0
908	2616	Witte	de	1.0	1.0	Gerrit	0					0		0		0
909	2625	Florisz.		1.0	1.0	Floris	0					0		0		0
910	2627	Duvenvoorde	van	1.0	1.0	Dirk	0					0	1551.0	0	geen exacte data van ambten, alleen overlijdensjaar.	0
911	2629	Kerkwerve	van	1.0	1.0	Jan Cornelisz.	0				1488	0		0		0
912	2639	Koudaver		1.0	1.0	Otto	0					0		0		0
913	2645	Jansz.		1.0	1.0	Geerlof	0					0		0		0
914	2646	Haarlem	van	1.0	1.0	Willem	0					0		0		0
915	2647	Hage	uten	1.0	1.0	IJsbrand Gerritsz.	0					0		0		0
916	2648	Jacobsz.		1.0	1.0	Gerrit	0					0		0		0
917	2649			1.0	1.0	Hendrik	0					0		0		0
918	2653	Mere	van	1.0	1.0	Willem	0					0		0		0
919	2655	Poel	van den	1.0	1.0	Jan	0					0		0		0
920	2657	Renger		1.0	1.0	Pieter Jacobsz.	0					0		0		0
921	2658	Strimonde	van	1.0	1.0	Willem	0					0		0		0
922	2659	Paulsz.		1.0	1.0	Wouter	0					0		0		0
923	2661	Herdy		1.0	1.0	Filips	0					0		0		0
924	2663	Borselen	van	1.0	1.0	Filips	0					0		0		0
925	2667	Wingerde	van	12.0	1.0	Buning	1					0		0		0
926	2670	Bern	den	1.0	1.0	Jacob	0					0		0		0
927	2671	Heussen		1.0	1.0	Klaas	0					0		0		0
928	2675	Lyens		1.0	3.0	Jan	0					0		0		0
929	2679	Duin	van der	1.0	1.0	Gijsbrecht Jansz.	0					0		0		0
930	2681	Carpentier		1.0	1.0	Jan	0					0		0		0
931	852	Egmond	van	6.0	1.0	Willem (Jansz.)	1		Egmond	Leerdam, IJsselstein, Schoonderwoerd, Baer, Haastrecht	1412	0	1483.0	0	"Adelstitels: ridder 1444.
Overig: ridder in de orde van het Gulden Vlies 1478."	0
932	2682	Michielsz.		1.0	1.0	Gerrit	0					0		0		0
933	2684	Bartoudsz.		1.0	1.0	Arend	0					0		0		0
934	2685	Copier		1.0	1.0	Jacob Hendriksz.	0					0		0		0
935	2686	Dever		1.0	1.0	Dirk Willemsz.	0					0		0		0
936	2689	Cornelisz.		1.0	1.0	Laurens	0					0		0		0
937	2694	Halewijnsz.		1.0	1.0	Charles	0					0		0		0
938	2698	Grebber	de	1.0	1.0	Klaas	0					0		0		0
939	2700	Noest	van	1.0	1.0	Jacob	0					0		0		0
940	2702	Rijkertsz.		1.0	1.0	Pieter	0					0		0		0
941	2704	Jansz.		1.0	1.0	Simon	0					0		0		0
942	2706	Fijck		1.0	1.0	Jacob Adriaansz.	0					0		0		0
943	2710	Groot	de	1.0	1.0	Huge	0					0		0		0
944	2711	Barnier		1.0	1.0	Dirk	0					0		0		0
945	2724	Kamp	uten	1.0	1.0	Klaas	0					0		0		0
946	2727	Cornelisz.		1.0	1.0	Buis	0					0		0		0
947	2728	Oudheusden	van	1.0	1.0	Klaas	0					0		0		0
948	2729	Oudheusden	van	1.0	1.0	Godschalk	0					0	1548.0	0	Geen exacte data van ambt, alleen overlijdensjaar.	0
949	2734	Cornelisz.		1.0	1.0	Willem	0					0		0		0
950	2735	Zande	van den	1.0	1.0	Dirk	0					0		0		0
951	2736	Sluis	van der	1.0	1.0	Adriaan	0					0		0		0
952	2737	Oortsz.		1.0	1.0	Pieter	0					0		0		0
953	2738	Cornelisz.		1.0	1.0	Maarten	0					0		0		0
954	2739	Ruychrock van den Werve		1.0	1.0	David	0					0		0		0
955	2740	Arendsz.		1.0	1.0	Daman Jan	0					0		0		0
956	1573	Dou		1.0	1.0	Pieter Gerritsz.	0					0		0		0
957	2741	Arendsz.		1.0	1.0	Daman Klaas	0					0		0		0
958	2744	Schengen	van	1.0	1.0	Wolfert	0					0		0		0
959	2745	Jacobsz.		1.0	1.0	Engel	0					0		0		0
960	2747	Stapele	van	1.0	1.0	Jan	0					0		0		0
961	2748	Kamp	van den	1.0	1.0	Tielman	0					0		0		0
962	2749	Jacobsz.		1.0	1.0	Arend	0					0		0		0
963	2751	Triapens		1.0	1.0	Christoffel	0					0		0		0
964	2752	Adriaansz.		1.0	1.0	Cornelis	0					0		0		0
965	2753	Cornelisz.		1.0	1.0	Pieter	0					0		0		0
966	2758	Taalman		1.0	1.0	Mark	0					0		0		0
967	2759	Pietersz.		1.0	1.0	Frans	0					0		0		0
968	2760	Klaasz.		1.0	1.0	Cornelis	0					0		0		0
969	2761	Uitwijk	van	1.0	1.0	Gerrit	0					0		0		0
970	2763	Mazuur		1.0	1.0	Maarten	0					0		0		0
971	2765	Adriaansz.		1.0	1.0	Hubrecht	0					0		0		0
972	2766	Anthonisz.		1.0	1.0	Marinus	0					0		0		0
973	2767	Brange		1.0	1.0	Jacob	0					0		0		0
974	2769	Michielsz.		1.0	1.0	Mattheus	0					0		0		0
975	2771	Stapelen	van	1.0	1.0	Jan	0					0		0		0
976	2772	Oosten	van	1.0	1.0	Pieter Jansz.	0					0		0		0
977	2773	Cornelisz.		1.0	1.0	Michiel	0					0		0		0
978	2774	Bakker		1.0	1.0	Simon Hendriksz.	0					0		0		0
979	2776	Egmond	van	1.0	1.0	Albrecht heren Jansz.	0					0		0		0
980	2777	Assendelft	van	1.0	1.0	Klaas Gerritsz.	0					0		0		0
981	2781	Willemsz.		1.0	1.0	Adriaan	0					0		0		0
982	2786	Loenersloot	van	12.0	1.0	Jan	1					0		0		0
983	2792	Does	van der	1.0	1.0	Dirk	0					0		0		0
984	2804	Lievinsz.		1.0	1.0	Ewoud	0					0		0		0
985	2805	Biggekerke	van	1.0	1.0	Andries Adriaansz.	0					0		0		0
986	2808	Vacht		1.0	1.0	Jan Jansz.	0					0		0		0
987	2809	Vacht		1.0	1.0	Klaas Simonsz.	0					0		0		0
988	2810	Loo	de la	1.0	1.0	Pieter Garcia	0					0		0		0
989	2813	Poel		1.0	1.0	Augustijn Cornelisz.	0					0		0		0
990	2814	Grijpskerke	van	1.0	1.0	Hendrik Cornelisz.	0					0		0		0
991	2815	Kats	van	1.0	1.0	Filips	0					0		0		0
992	2818	Domburg	van	1.0	1.0	Frank	0					0		0		0
993	2819	Oosterlande	van den	1.0	1.0	Jan Hendriksz.	0					0		0		0
994	2820	Anthonisz.		1.0	1.0	Jan	0					0		0		0
995	2821	Stassaert		1.0	1.0	Filips	0					0		0		0
996	2823	Blois	van	1.0	1.0	Lodewijk	0					0		0		0
997	2824	Botland	van	1.0	1.0	Jacob	0					0		0		0
998	2825	Andriesz.		1.0	1.0	Lodewijk	0					0		0		0
999	2826	Beringen	van	1.0	1.0	Jan	0					0		0		0
1000	2827	Blois	van	1.0	1.0	Raas	0					0		0		0
1001	2829	Meer	van der	1.0	1.0	Dirk	0					0		0		0
1002	2830	Plano	del	1.0	1.0	Gregorius	0					0		0		0
1003	2834	Jacobsz.		1.0	1.0	Pieter	0					0		0		0
1004	2835	Bassedomen	van	1.0	1.0	Jan	0					0		0		0
1005	2836	Jansz.		1.0	1.0	Anthonis	0					0		0		0
1006	2838	Mathijsz.		1.0	1.0	Geleyn	0					0		0		0
1007	2839	Molkman		1.0	1.0	Ferdinando	0					0		0		0
1008	2841	Blank		1.0	1.0	Jan Adriaansz.	0					0		0		0
1009	2843	Baarsdorp	bastaard van	1.0	1.0	Jan	0					0		0		0
1010	2844	Vriese		1.0	1.0	Arend Hendriksz.	0					0		0		0
1011	2845	Jansz.		1.0	1.0	Say	0					0		0		0
1012	2849	Spernagel		1.0	1.0	Laurens	0					0		0		0
1013	2853	Vacht		1.0	1.0	Simon Jansz.	0					0		0		0
1014	2854	Guencaa	de	1.0	1.0	Diego	0					0		0		0
1015	2855	Klaasz.		1.0	1.0	Gommer	0					0		0		0
1016	2859	Kruiningen	van	1.0	1.0	Jacob	0					0		0		0
1017	2865	Goor	van	1.0	1.0	Lambert	0					0		0		0
1018	2866	Klaasz.		1.0	1.0	Jan	0					0		0		0
1019	2867	Benne		1.0	1.0	Cornelis Jacobsz.	0					0		0		0
1020	2868	Jansz.		1.0	1.0	Cornelis	0					0		0		0
1021	2869	Lisse	van	1.0	1.0	Wisse Jacobsz.	0					0		0		0
1022	2875	Ypens		1.0	1.0	Jan	0					0		0		0
1023	2877	Gent	de	1.0	1.0	Jacques	0					0		0		0
1024	2878	Trier	van	1.0	1.0	Jan Baptist	0					0		0		0
1025	2879	Parduyn		1.0	1.0	Simon Jaspersz.	0					0		0		0
1026	2880	Hoge	van der	1.0	1.0	Pieter	0					0		0		0
1027	2881	Romboutsz.		1.0	1.0	Simon	0					0		0		0
1028	2882	Hamerstede	van	1.0	1.0	Andries	0					0		0		0
1029	2883	Manmaker		1.0	1.0	Adriaan	0					0		0		0
1030	2884	Leeman		1.0	1.0	Robert	0					0		0		0
1031	2885	Spaarnwoude	van	1.0	1.0	Gerrit	0					0		0		0
1032	2887			1.0	1.0	Huge	0					0		0		0
1033	2890	Scrivere	die	1.0	1.0	Jan	0					0		0		0
1034	2891	Doedensz.		1.0	1.0	Doede Willem	0					0		0		0
1035	2892	Jansz.		1.0	1.0	Foppe	0					0		0	priester	0
1036	2893	Zoeteman		1.0	1.0	Klaas	0					0		0		0
1037	2898	Maurijnsz.		1.0	1.0	Klaas	0					0		0		0
1038	2904	Eyck	van	1.0	1.0	Adriaan	0					0		0		0
1039	2908	Bruelis	van	1.0	1.0	Simon	0					0		0		0
1040	2911	Loon	van	1.0	1.0	Willem	0					0		0		0
1041	2915	Neymen		1.0	1.0	Jan	0					0		0		0
1042	2917	Kralingen	van	1.0	1.0	Hendrik	0					0		0		0
1043	2918	Borselen	van	1.0	1.0	Floris	0					0	1322.0	1		0
1044	2919	Grijpskerke	van	1.0	1.0	Jacob Hendriksz.	0					0		0		0
1045	1577	Jonge	de	1.0	1.0	Jacob Jansz.	0					0		0		0
1046	2920	Molenaar	de	11.0	1.0	Tielman	1					0		0		0
1047	2921	Hoek		1.0	1.0	Cornelis	0					0		0		0
1048	2922	Bartoudsz.		1.0	1.0	Boudijn Jan	0					0		0		0
1049	2923	Kapelle	van de	1.0	1.0	Pieter	0					0		0	Abt van O.L.V. Abdij te Middelburg. Hij benoemt zijn naamgenoot (raadsheer) tot kapelaan van Oost-Souburg.	0
1050	2924	Pietersz.		1.0	1.0	Jacob	0					0		0		0
1051	2925	Aafkerke		1.0	1.0	Gelein	0					0		0	"schildknaap.
Steensel spreekt over Gelein Haveskerke."	0
1052	2932	Numan		1.0	1.0	Pompilius	0					0		0		0
1053	2934	Baart		1.0	1.0	Klaas	0					0		0		0
1054	2935	Hendriksz.		1.0	1.0	Andries	0					0		0		0
1055	2937	Egmond	van	1.0	1.0	Otto	0					0		0		0
1056	2938	Oudart		1.0	1.0	Jan	0					0		0		0
1057	2939	Hugenz.		1.0	1.0	Dirk Jan	0					0		0		0
1058	2940	Klaasz.		1.0	1.0	Jacob	0					0		0		0
1059	2945	Pietersz.		1.0	1.0	Geleyn	0					0		0		0
1060	2948	Luiksz.		1.0	1.0	Adriaan	0					0		0		0
1061	2949	Soyersz.		1.0	1.0	Soyer	0					0		0		0
1062	2952	Cornelisz.		1.0	1.0	Willem	0					0		0		0
1063	2954	Naap		1.0	1.0	Willem Cornelisz.	0					0		0		0
1064	2955	Gillisz.		1.0	1.0	Luuk	0					0		0		0
1065	2956	Vosbergen	van	1.0	1.0	Jasper	0					0		0		0
1066	2957	Baveston		1.0	1.0	Anthonis	0					0		0		0
1067	2958	Wijnrich		1.0	1.0	Jacob	0					0		0		0
1068	2960	Beukelaar		1.0	1.0	Jan Adriaansz.	0					0		0		0
1069	2962	Buttinge	van der	1.0	1.0	Wisse Hendriksz.	0					0		0		0
1070	2963	Willemsz.		1.0	1.0	Glaude	0					0		0		0
1071	2967	Heinenz.		1.0	1.0	Wouter	0					0		0		0
1072	2968	Pietersz.		1.0	1.0	Simon	0					0		0		0
1073	2969	Schellach	van	1.0	1.0	Pieter	0					0		0		0
1074	2971	Rue	de la	1.0	1.0	Lodewijk	0					0		0		0
1075	2973	Nettes	de	1.0	1.0	Jacques	0					0		0		0
1076	2975	Pietersz.		1.0	1.0	Jan	0					0		0		0
1077	2976	Allardsz.		1.0	1.0	Pieter	0					0		0		0
1078	2977	Kamerling	de	1.0	1.0	Willem	0					0		0		0
1079	2978	Boekhorst	van der	1.0	1.0	Jan	0					0		0		0
1080	872	Boscoop		1.0	1.0	Lambrecht Gerritsz.	0					0		0		0
1081	2981	Klaasz.		1.0	1.0	Adriaan	0					0		0		0
1082	2982	Willemsz.		1.0	1.0	Gerrit	0					0		0		0
1083	2983	Jansz.		1.0	1.0	Pieter	0					0		0		0
1084	2985	Klaasz.		1.0	1.0	Jacob	0					0		0		0
1085	2987	Bouxin	van	1.0	1.0	Arnoud	0					0		0		0
1086	2989	Haesten		1.0	1.0	Cornelis	0					0		0		0
1087	2990	Verdam		1.0	1.0	Jacob	0					0		0		0
1088	2991	Gent	de	1.0	1.0	Cornelis	0					0		0		0
1089	2992	Monnik	de	1.0	1.0	Barwoud	0					0		0		0
1090	2994	Jansz.		1.0	1.0	Cornelis	0					0		0		0
1091	2995	Everswaart	van	1.0	3.0	Pieter Jansz.	0					0		0		0
1092	2997	Bakker	de	1.0	1.0	Gommer	0					0		0		0
1093	2998	Langenberg		1.0	1.0	Roelant	0					0		0		0
1094	2999	Boede	van der	1.0	1.0	Jacob Pietersz.	0					0		0		0
1095	3000	Stassaert		1.0	1.0	Jacob	0					0		0		0
1096	3001	Willemsz.		1.0	1.0	Albrecht	0					0		0		0
1097	3002	Adriaansz.		1.0	1.0	Pieter	0					0		0		0
1098	3003	Jansz.		1.0	1.0	Laurens	0					0		0		0
1099	3004	Bosche	van den	1.0	3.0	Jan	0					0		0		0
1100	3008	Simonsz.		1.0	1.0	Huge	0					0		0		0
1101	3009	Huisman		1.0	1.0	Adriaan Jansz.	0					0		0		0
1102	3010	Looper		1.0	1.0	Lenis Pietersz.	0					0		0		0
1103	3011	Adriaansz.		1.0	1.0	Willibrord	0					0		0		0
1104	3014	Danielsz.		1.0	1.0	Abraham	0					0		0		0
1105	3015	Zuidland		1.0	1.0	Joost Marinusz.	0					0		0		0
1106	3016	Govertsz.		1.0	1.0	Quirin	0					0		0		0
1107	3018	Molkman		1.0	1.0	Filips	0					0		0		0
1108	3023	Bruelis	van	1.0	1.0	Hendrik	0					0		0		0
1109	3024	Burggrave		1.0	1.0	Jan	0					0		0		0
1110	3025	Koene		1.0	1.0	Andries	0					0		0		0
1111	3026	Koene		1.0	1.0	Cornelis	0					0		0		0
1112	3027	Polle	van den	1.0	1.0	Jan	0					0		0		0
1113	3028	Klaasz.		1.0	1.0	Willem	0					0		0		0
1114	3029	Weilbrecht		1.0	3.0	Jan	0					0		0		0
1115	3030	Wolfertsz.		1.0	1.0	Simon	0					0		0		0
1116	3031	Wolfertsz.		1.0	1.0	Gillis	0					0		0		0
1117	3032	Jacobsz.		1.0	1.0	Jan	0					0		0		0
1118	3035	Danielsz.		1.0	1.0	Wiloud	0					0		0		0
1119	3036	Pietersz.		1.0	1.0	Cornelis	0					0		0		0
1120	3037	Adriaansz.		1.0	1.0	Gillis	0					0		0		0
1121	3038	Bisschop		1.0	1.0	Pieter Jacobsz.	0					0		0		0
1122	3039	Nisse	van de	1.0	1.0	Pieter Cornelisz.	0					0		0		0
1123	3040	Simonsz.		1.0	1.0	Cornelis	0					0		0		0
1124	1583	Boreel		1.0	1.0	Jacob	0					0		0		0
1125	3042	Willemsz.		1.0	1.0	Gillis	0					0		0		0
1126	3043	Servaasz.		1.0	1.0	Klaas	0					0		0		0
1127	3044	Costert		1.0	1.0	Pieter Jansz.	0					0		0		0
1128	3045	Klaasz.		1.0	1.0	Paul	0					0		0		0
1129	3046	Biggekerke	van	1.0	1.0	Adriaan Andriesz.	0					0		0		0
1130	3047	Biggekerke	van	1.0	1.0	Bartolomeus Andriesz.	0					0		0		0
1131	3048	Simonsz.		1.0	1.0	Wolfert	0					0		0		0
1132	3049	Kupenz.		1.0	1.0	Adriaan	0					0		0		0
1133	3050	Molenwater	van den	1.0	1.0	Floris Wolfersz.	0					0		0		0
1134	3051	Kerstoffelsz.		1.0	1.0	Huge	0					0		0		0
1135	3052	Jansz.		1.0	1.0	Jan	0					0		0		0
1136	3053	Klaasz.		1.0	1.0	Klaas	0					0		0		0
1137	3054	Jacobsz.		1.0	1.0	Cornelis	0					0		0		0
1138	3055	Moonsz.		1.0	1.0	Willem	0					0		0		0
1139	3057	Uilenburg		1.0	1.0	Rombertus	0					0		0		0
1140	3058	Kervink		1.0	1.0	Iman	0					0		0		0
1141	3059	Willemsz.		1.0	1.0	Willem	0					0		0		0
1142	3060	Hoogstraten		1.0	1.0	Gerrit	0					0		0		0
1143	3061	Willemsz.		1.0	1.0	Pieter	0					0		0		0
1144	3063	Oem van Wijngaarden		1.0	1.0	IJsbrand	0					0		0		0
1145	3066	Pons		1.0	1.0	Pieter	0					0		0		0
1146	3068	Witte van Bulgersteijn	de	1.0	1.0	Jan	0					0		0		0
1147	3069	Paal	van	1.0	1.0	A.	0					0		0		0
1148	3070	Willemsz.		1.0	1.0	Pieter	0					0		0		0
1149	3074	Kuik	van	1.0	1.0	Dirk	0					0		0		0
1150	3087	Mije	van der	1.0	1.0	Floris	0					0		0		0
1151	3090	Albrechtsz.		1.0	1.0	Anthonis	0					0		0		0
1152	3091	Hugenz.		1.0	1.0	Jan	0					0		0		0
1153	3092	Jansz.		1.0	1.0	Sayer	0					0		0		0
1154	3093	Loys		1.0	1.0	Pieter	0					0		0		0
1155	3094	Rijp	van	1.0	1.0	Willem	0					0		0		0
1156	3095	Thoernenburch	van	1.0	1.0	Hendrik	0					0		0		0
1157	3096	Blijenburg	van	11.0	1.0	Heiman Adriaansz.	0		Dordsmonde			0	1579.0	0	Tresorier van Dordrecht.	0
1158	3100	Lis	van	1.0	1.0	Gerrit	0					0		0		0
1159	3103	Arendsz.		1.0	1.0	Filips	0					0		0		0
1160	3106	Jacobsz.		1.0	1.0	Jan	0					0		0		0
1161	3118	Kosen		1.0	1.0	Dirk	0					0		0		0
1162	3119	Cornelisz.		1.0	1.0	Dirk	0					0		0		0
1163	3121	Florisz.		1.0	1.0	Cornelis	0					0		0		0
1164	3122	Commersz.		1.0	1.0	Cornelis	0					0		0		0
1165	3125	Jansz.		1.0	1.0	Arend Pieter	0					0		0		0
1166	3126	Kinder		1.0	1.0	Pieter Jansz.	0					0		0		0
1167	3127	Jansz.		1.0	1.0	Pieter	0					0		0		0
1168	3128	Elshout	van 't	1.0	3.0	Jan	0					0		0		0
1169	3130	Ewoudsz.		1.0	1.0	David	0					0		0		0
1170	3132	Groenhoven	van	12.0	1.0	Huge	1					0		0		0
1171	3136	Hesselsz.		1.0	1.0	Jan	0					0		0		0
1172	3137	Reinoudsz.		1.0	1.0	Saris	0					0		0		0
1173	3139	Obijn			1.0	Hendrik Dirksz.	0					0		0		0
1174	3146	Witte	den	1.0	1.0	Jan Pieter Hoeschenz.	0					0		0		0
1175	3151	Kies		1.0	1.0	Pieter Jansz.	0					0		0		0
1176	3155	Diemen	van	1.0	1.0	Cornelis Jacobsz.	0					0		0		0
1177	3156	Varik	van	12.0	1.0	Jasper	1					0		0		0
1178	1585	Landaes	van	1.0	1.0	Jan	0					0		0	In ieder geval in functie in 1370, daarvoor en daarna onbekend.	0
1179	3163	Zevender	van der	1.0	1.0	Otto	0					0		0		0
1180	3168	Drenkwaard	van	1.0	1.0	Karel	0					0		0		0
1181	3175	Rijswijk		1.0	1.0	Joost Joostz.	0					0		0		0
1182	3178	Veen	van	1.0	1.0	Simon	0					0		0		0
1183	3180	Jansz.		1.0	1.0	Jan	0					0		0		0
1184	3182	Teilingen	van	1.0	3.0	Jacob	0					0		0		0
1185	3183	Booth		1.0	1.0	Dirk	0					0		0		0
1186	3184	Egmond	van	1.0	1.0	Willem	0					0		0		0
1187	3189	Egmond van Merestein	van	1.0	1.0	Jacob	0					0		0		0
1188	3190	Sconouwen	van	11.0	1.0	Arnt	1					0		0		0
1189	3194	Rooyen	van	1.0	1.0	Gerrit	0					0		0		0
1190	3196	Lange	de	1.0	1.0	Cornelis Willemsz.	0					0		0		0
1191	3197	Beveren	van	1.0	1.0	Michiel	0					0		0		0
1192	3199	Speijart		1.0	1.0	Elbrecht	0					0		0		0
1193	3200	Speijart		1.0	1.0	Jan Klaasz.	0					0		0		0
1194	3201	Speijartsz.		1.0	1.0	Albrecht Hendrik	0					0		0		0
1195	3203	Folijnsz.		1.0	1.0	Folijn	0					0		0		0
1196	3205	Ryve	de la	1.0	1.0	Cornelis	0					0		0		0
1197	3209	Sas		1.0	1.0	Gerrit Adriaansz.	0					0		0		0
1198	3211	Hodenpijl	van	1.0	1.0	Arend	0					0		0		0
1199	3214	Schellaart		1.0	1.0	Jan	0					0		0		0
1200	620	Brederode	van	1.0	1.0	Gijsbrecht	0				1418	0	1475.0	0	"Persoonsgegevens: Prevenier geeft als geboortejaar 1416.
Overig: (officieel gekozen) bisschop van Utrecht in 1455-1456. Proost van Sint-Donaas en kanselier van Vlaanderen 1456-1467. Proost van Sint-Servaas 1467-1470."	0
1201	3220	Kranendonk	van	1.0	1.0	Pieter Pietersz.	0					0		0		0
1202	3221	Endegeest	van	8.0	1.0	Floris	0					0		0		0
1203	3222	Endegeest	van	1.0	1.0	Jan	0					0		0		0
1204	3224	Oem		1.0	1.0	Gerrit	0					0		0		0
1205	3225	Polanen	van	1.0	1.0	Eustaas Adriaansz.	0					0		0		0
1206	3228	Baexen	van	1.0	1.0	Gijsbrecht	0					0		0		0
1207	3229	Grijp		1.0	1.0	Floris Klaasz.	0					0		0		0
1208	3231	Honthorst	van	1.0	1.0	Reijmer	0					0		0		0
1209	3233	Blois	van	1.0	1.0	Jan	0					0		0		0
1210	3237	Meer	van der	1.0	1.0	Theodoor	0					0		0		0
1211	3241	Klaasz.		1.0	1.0	Jan	0					0		0		0
1212	3242	Langerak	bastaard van	1.0	1.0	Jan	0					0		0	mogelijk bastaardbroer of -zoon van Jan II.	0
1213	3243	Speijart		1.0	1.0	Simon	0					0		0		0
1214	3244	Hendriksz.		1.0	1.0	Jan	0					0		0		0
1215	3246	Houweningen	van	1.0	1.0	Dirk	0					0		0		0
1216	3249	Wijk	van	1.0	1.0	Jan	0					0		0		0
1217	3254	Sasse		1.0	1.0	Hendrik	0					0		0		0
1218	3255	Slingeland	van	1.0	1.0	Hendrik	0					0		0		0
1219	3257	Filipsz.		1.0	1.0	Lennard	0					0		0		0
1220	3258	Bosch	van den	1.0	1.0	Herman	0					0		0		0
1221	3261	Pauw		1.0	3.0	Jan Klaasz.	0					0		0		0
1222	3262	Fransset		1.0	1.0	Jan	0					0		0		0
1223	3265	Noffaert		1.0	1.0	Jan Arendsz.	0					0		0		0
1224	3268	Wormer	van	1.0	1.0	Gerrit Jansz.	0					0		0		0
1225	3270	Ludenz.		1.0	1.0	Jacob	0					0		0		0
1226	219	Hanneman		1.0	1.0	Dirk	0					0	1584.0	0		0
1227	3279	Groeneveld	van	1.0	1.0	Cornelis	0					0		0		0
